	videoFile	#groundTruthWords	groundTruthWords	Noun	Adverb	Adjective	Verb	Pointers	others
176	proteinas_90.mp4	3	['Yes' 'important' 'participate']	[]	[]	['important']	['participate']	[]	['Yes']
177	proteinas_47.mp4	2	['eat' 'good']	['eat']	[]	['good']	[]	[]	[]
178	proteinas_53.mp4	0	[]	[]	[]	[]	[]	[]	[]
179	proteinas_57.mp4	5	['chips' 'eat' 'potato' 'soda' 'times']	['chips', 'eat', 'potato', 'soda', 'times']	[]	[]	[]	[]	[]
180	proteinas_43.mp4	3	['eat' 'good' 'times']	['eat', 'times']	[]	['good']	[]	[]	[]
181	proteinas_136.mp4	1	['hard']	[]	[]	['hard']	[]	[]	[]
182	proteinas_94.mp4	5	['alone' 'cow' 'one' 'protein' 'within']	['cow', 'protein']	['alone']	[]	[]	[]	['one', 'within']
183	proteinas_122.mp4	3	['eat' 'many' 'weigh']	['eat', 'weigh']	[]	['many']	[]	[]	[]
184	proteinas_80.mp4	7	['E' 'N' 'P' 'R' 'talk' 'theme' 'today']	['E', 'N', 'P', 'R', 'talk', 'theme', 'today']	[]	[]	[]	[]	[]
185	proteinas_81.mp4	8	['E' 'N' 'P' 'R' 'important' 'ingest' 'sense' 'strengthen']	['E', 'N', 'P', 'R', 'ingest', 'sense', 'strengthen']	[]	['important']	[]	[]	[]
186	proteinas_123.mp4	2	['hard' 'uman']	['uman']	[]	['hard']	[]	[]	[]
187	proteinas_95.mp4	1	['different']	[]	[]	['different']	[]	[]	[]
188	proteinas_137.mp4	2	['?' 'together']	[]	['together']	[]	[]	[]	[]
189	proteinas_42.mp4	1	['Yes']	[]	[]	[]	[]	[]	['Yes']
190	proteinas_56.mp4	10	['.' 'N' 'NN' 'Quinoa' 'eat' 'everything' 'good' 'meat' 'tell' 'vitamins']	['N', 'NN', 'Quinoa', 'eat', 'everything', 'meat', 'tell', 'vitamins']	[]	['good']	[]	[]	[]
191	proteinas_68.mp4	1	['think']	['think']	[]	[]	[]	[]	[]
192	proteinas_40.mp4	1	['watch']	['watch']	[]	[]	[]	[]	[]
193	proteinas_54.mp4	2	['eat' 'strong']	['eat']	[]	['strong']	[]	[]	[]
194	proteinas_109.mp4	4	['contain' 'equal' 'everything' 'protein']	['contain', 'everything', 'protein']	[]	['equal']	[]	[]	[]
195	proteinas_121.mp4	0	[]	[]	[]	[]	[]	[]	[]
196	proteinas_83.mp4	6	['Yes' 'different' 'sense' 'strong' 'three' 'within']	['sense']	[]	['different', 'strong']	[]	[]	['Yes', 'three', 'within']
197	proteinas_135.mp4	7	['G-R' 'excuse' 'many' 'protein' 'sort' 'think' 'weigh']	['G-R', 'excuse', 'protein', 'sort', 'think', 'weigh']	[]	['many']	[]	[]	[]
198	proteinas_97.mp4	3	['animal' 'second' 'vegetables']	['animal', 'vegetables']	[]	['second']	[]	[]	[]
199	proteinas_96.mp4	1	['PriiMero']	['PriiMero']	[]	[]	[]	[]	[]
200	proteinas_134.mp4	3	['Ready' 'bring' 'kid']	['bring', 'kid']	[]	['Ready']	[]	[]	[]
201	proteinas_82.mp4	12	['1' 'B' 'C' 'Group' 'H' 'R' 'count' 'eat' 'fat' 'good' 'little' 'protein']	['B', 'Group', 'H', 'R', 'count', 'eat', 'fat', 'protein']	[]	['good', 'little']	[]	[]	['1']
202	proteinas_120.mp4	7	['G-R' 'fifth' 'five' 'kid' 'protein' 'sixth' 'zero']	['G-R', 'fifth', 'kid', 'protein', 'sixth', 'zero']	[]	[]	[]	[]	['five']
203	proteinas_108.mp4	4	['G-R' 'eat' 'five' 'zero']	['G-R', 'eat', 'zero']	[]	[]	[]	[]	['five']
204	proteinas_55.mp4	3	['Yes' 'easy' 'try']	['try']	[]	['easy']	[]	[]	['Yes']
205	proteinas_41.mp4	0	[]	[]	[]	[]	[]	[]	[]
206	proteinas_69.mp4	9	['/' '?' 'different' 'eat' 'know' 'learn' 'many' 'think' 'value']	['/', 'eat', 'learn', 'think', 'value']	[]	['different', 'many']	['know']	[]	[]
